"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Contaminant"	"Marked as"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (F1, 126) / (F1, 128C)"	"Abundance Ratio: (F1, 127N) / (F1, 129C)"	"Abundance Ratio: (F1, 127C) / (F1, 130N)"	"Abundance Ratio: (F1, 128N) / (F1, 130C)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, A2, n/a"	"Abundances (Normalized): F1: 127N, Sample, A3, n/a"	"Abundances (Normalized): F1: 127C, Sample, A4, n/a"	"Abundances (Normalized): F1: 128N, Sample, A5, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, P1"	"Abundances (Normalized): F1: 129N, Sample, A6, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, P2"	"Abundances (Normalized): F1: 130N, Sample, n/a, P4"	"Abundances (Normalized): F1: 130C, Sample, n/a, P5"	"Abundances (Normalized): F1: 131, Sample, n/a, P6"	"Abundance: F1: 126, Sample, A2, n/a"	"Abundance: F1: 127N, Sample, A3, n/a"	"Abundance: F1: 127C, Sample, A4, n/a"	"Abundance: F1: 128N, Sample, A5, n/a"	"Abundance: F1: 128C, Sample, n/a, P1"	"Abundance: F1: 129N, Sample, A6, n/a"	"Abundance: F1: 129C, Sample, n/a, P2"	"Abundance: F1: 130N, Sample, n/a, P4"	"Abundance: F1: 130C, Sample, n/a, P5"	"Abundance: F1: 131, Sample, n/a, P6"	"Found in Sample: [S1] F1: 126, Sample, A2, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A3, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A4, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A5, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, P1"	"Found in Sample: [S6] F1: 129N, Sample, A6, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, P2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, P4"	"Found in Sample: [S9] F1: 130C, Sample, n/a, P5"	"Found in Sample: [S10] F1: 131, Sample, n/a, P6"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q9H3N1"	"Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1"	"0.000"	"False"	"Human"	"66.564"	"31"	"12"	"30"	"12"	"1"	"280"	"31.8"	"4.98"	"101.17"	"12"	"0"	"0.767"	"1.130"	"0.570"	"1.284"	"0.708"	"3215.2"	"3207.1"	"2000.9"	"5087.5"	"4190.4"	"3049.5"	"2838.6"	"3511.0"	"3961.8"	"4304.9"	"3215.2"	"2674.9"	"1778.9"	"4463.0"	"2835.5"	"2373.3"	"2309.2"	"2945.0"	"3664.6"	"3724.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9H3S7"	"Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=1 SV=1"	"0.000"	"False"	"Human"	"66.517"	"12"	"18"	"28"	"18"	"1"	"1636"	"178.9"	"6.92"	"71.03"	"18"	"0"	"1.066"	"1.401"	"0.861"	"1.042"	"1.486"	"1386.4"	"1922.6"	"1087.0"	"1365.7"	"1300.4"	"1785.5"	"1372.5"	"1262.1"	"1311.0"	"1201.5"	"1386.4"	"1603.6"	"966.4"	"1198.1"	"879.9"	"1389.6"	"1116.5"	"1058.6"	"1212.7"	"1039.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O60271"	"C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4"	"0.000"	"False"	"Human"	"66.509"	"14"	"15"	"36"	"11"	"1"	"1321"	"146.1"	"5.15"	"88.82"	"15"	"4"	"0.808"	"1.388"	"0.877"	"1.341"	"1.452"	"1322.7"	"1764.5"	"1239.7"	"2213.0"	"1636.2"	"2002.8"	"1271.6"	"1413.5"	"1650.1"	"1379.3"	"1322.7"	"1471.8"	"1102.2"	"1941.3"	"1107.1"	"1558.7"	"1034.4"	"1185.6"	"1526.4"	"1193.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O95425"	"Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2"	"0.000"	"False"	"Human"	"66.362"	"11"	"17"	"33"	"17"	"1"	"2214"	"247.6"	"6.98"	"70.80"	"17"	"0"	"0.880"	"0.898"	"1.091"	"0.823"	"0.824"	"986.2"	"862.6"	"1061.5"	"1089.2"	"1120.7"	"841.9"	"961.0"	"973.5"	"1323.3"	"1021.2"	"986.2"	"719.5"	"943.8"	"955.5"	"758.3"	"655.2"	"781.8"	"816.5"	"1224.1"	"883.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P09497-2"	"Isoform Non-brain of Clathrin light chain B OS=Homo sapiens GN=CLTB"	"0.000"	"False"	"Human"	"66.271"	"38"	"13"	"85"	"1"	"1"	"211"	"23.2"	"4.69"	"240.21"	"13"	"11"	"0.532"	"2.082"	"0.391"	"0.571"	"1.038"	"7156.6"	"10889.4"	"6940.8"	"8447.8"	"13444.1"	"12162.1"	"5230.3"	"17738.9"	"14789.1"	"11714.7"	"7156.6"	"9082.6"	"6170.8"	"7410.8"	"9097.0"	"9465.1"	"4254.8"	"14879.1"	"13680.0"	"10135.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O60568"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1"	"0.000"	"False"	"Human"	"66.261"	"24"	"15"	"34"	"15"	"1"	"738"	"84.7"	"6.05"	"87.20"	"15"	"0"	"1.088"	"2.084"	"0.840"	"1.678"	"1.900"	"1347.0"	"2343.2"	"1416.4"	"2988.8"	"1237.6"	"2904.8"	"1124.2"	"1686.2"	"1780.7"	"1528.7"	"1347.0"	"1954.4"	"1259.3"	"2621.9"	"837.4"	"2260.7"	"914.5"	"1414.4"	"1647.2"	"1322.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96DB5"	"Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1"	"0.000"	"False"	"Human"	"66.253"	"43"	"12"	"46"	"10"	"1"	"314"	"35.8"	"8.50"	"135.58"	"12"	"2"	"0.681"	"1.156"	"0.808"	"0.825"	"1.154"	"1909.8"	"2542.9"	"1786.8"	"2202.2"	"2805.3"	"2781.2"	"2200.2"	"2210.2"	"2668.0"	"2411.0"	"1909.8"	"2121.0"	"1588.5"	"1931.9"	"1898.2"	"2164.5"	"1789.8"	"1853.9"	"2467.9"	"2085.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q09028"	"Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3"	"0.000"	"False"	"Human"	"66.173"	"41"	"12"	"41"	"7"	"1"	"425"	"47.6"	"4.89"	"129.96"	"12"	"3"	"2.315"	"2.630"	"1.495"	"1.571"	"2.451"	"3340.2"	"3499.7"	"2551.7"	"2399.8"	"1443.0"	"3712.9"	"1330.7"	"1706.3"	"1527.1"	"1515.1"	"3340.2"	"2919.0"	"2268.6"	"2105.2"	"976.4"	"2889.6"	"1082.5"	"1431.2"	"1412.6"	"1310.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"A0A087WYF7"	"MICOS complex subunit MIC27 OS=Homo sapiens GN=APOOL PE=1 SV=1"	"0.000"	"False"	"Human"	"66.149"	"48"	"10"	"40"	"10"	"1"	"268"	"29.2"	"9.45"	"106.25"	"10"	"0"	"0.711"	"0.992"	"1.015"	"0.932"	"1.043"	"3282.0"	"4012.2"	"3394.3"	"4370.1"	"4616.2"	"4508.6"	"4044.8"	"3343.7"	"4691.2"	"4322.8"	"3282.0"	"3346.5"	"3017.8"	"3833.6"	"3123.6"	"3508.8"	"3290.4"	"2804.6"	"4339.3"	"3740.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9ULV0"	"Unconventional myosin-Vb OS=Homo sapiens GN=MYO5B PE=1 SV=3"	"0.000"	"False"	"Human"	"66.125"	"10"	"16"	"43"	"9"	"1"	"1848"	"213.5"	"7.20"	"86.81"	"16"	"0"	"0.880"	"0.980"	"0.951"	"0.840"	"1.591"	"399.2"	"730.8"	"490.7"	"372.2"	"453.5"	"686.8"	"745.4"	"516.1"	"443.0"	"431.6"	"399.2"	"609.5"	"436.3"	"326.5"	"306.9"	"534.5"	"606.4"	"432.9"	"409.8"	"373.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P04233"	"HLA class II histocompatibility antigen gamma chain OS=Homo sapiens GN=CD74 PE=1 SV=3"	"0.000"	"False"	"Human"	"65.971"	"36"	"9"	"34"	"1"	"1"	"296"	"33.5"	"8.44"	"83.58"	"9"	"0"	"0.632"	"1.537"	"0.612"	"1.281"	"0.991"	"22.4"	"34.3"	"20.8"	"47.4"	"35.5"	"35.2"	"22.3"	"34.1"	"37.0"	"35.5"	"22.4"	"28.6"	"18.5"	"41.6"	"24.0"	"27.4"	"18.2"	"28.6"	"34.2"	"30.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P12081"	"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2"	"0.000"	"False"	"Human"	"65.842"	"27"	"12"	"40"	"8"	"1"	"509"	"57.4"	"5.88"	"100.83"	"12"	"0"	"1.205"	"0.971"	"0.740"	"1.085"	"1.210"	"1316.7"	"1657.2"	"1076.2"	"1074.5"	"1093.1"	"1554.0"	"1707.5"	"1454.5"	"990.3"	"1283.9"	"1316.7"	"1382.2"	"956.8"	"942.6"	"739.6"	"1209.4"	"1389.0"	"1220.0"	"916.1"	"1110.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q13242"	"Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1"	"0.000"	"False"	"Human"	"65.828"	"40"	"12"	"53"	"11"	"1"	"221"	"25.5"	"8.65"	"142.34"	"12"	"1"	"1.866"	"1.949"	"1.059"	"0.897"	"2.424"	"5663.5"	"4774.6"	"3315.8"	"3030.5"	"3034.5"	"5877.1"	"2449.9"	"3129.9"	"3379.2"	"2424.5"	"5663.5"	"3982.4"	"2947.9"	"2658.5"	"2053.3"	"4573.9"	"1993.0"	"2625.3"	"3125.8"	"2097.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"J3QQ67"	"60S ribosomal protein L18 (Fragment) OS=Homo sapiens GN=RPL18 PE=1 SV=1"	"0.000"	"False"	"Human"	"65.816"	"42"	"7"	"51"	"1"	"1"	"190"	"21.8"	"11.72"	"171.94"	"7"	"6"	"1.731"	"1.447"	"0.795"	"1.007"	"1.308"	"5998.7"	"5453.8"	"4451.5"	"5672.3"	"3465.8"	"5549.6"	"3768.0"	"5600.3"	"5631.4"	"4244.4"	"5998.7"	"4548.9"	"3957.6"	"4976.0"	"2345.1"	"4319.0"	"3065.2"	"4697.5"	"5209.1"	"3672.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P05546"	"Heparin cofactor 2 OS=Homo sapiens GN=SERPIND1 PE=1 SV=3"	"0.000"	"False"	"Human"	"65.760"	"27"	"11"	"36"	"11"	"1"	"499"	"57.0"	"6.90"	"124.79"	"11"	"0"	"1.125"	"1.114"	"1.063"	"0.816"	"0.814"	"1668.5"	"2206.7"	"1834.9"	"2006.0"	"1482.6"	"1768.0"	"1981.0"	"1725.6"	"2459.8"	"2172.0"	"1668.5"	"1840.6"	"1631.3"	"1759.7"	"1003.2"	"1375.9"	"1611.5"	"1447.4"	"2275.3"	"1879.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9H553"	"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Homo sapiens GN=ALG2 PE=1 SV=1"	"0.000"	"False"	"Human"	"65.620"	"38"	"13"	"37"	"13"	"1"	"416"	"47.1"	"7.05"	"109.93"	"13"	"0"	"0.941"	"1.287"	"1.015"	"1.284"	"1.521"	"1891.2"	"2427.2"	"1833.2"	"2534.2"	"2010.4"	"3236.7"	"1886.4"	"1805.5"	"1973.8"	"2127.5"	"1891.2"	"2024.4"	"1629.8"	"2223.1"	"1360.3"	"2519.0"	"1534.6"	"1514.4"	"1825.8"	"1840.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"A0A087X1U0"	"Tryptase beta-2 OS=Homo sapiens GN=TPSB2 PE=4 SV=1"	"0.000"	"False"	"Human"	"65.610"	"32"	"9"	"59"	"8"	"1"	"292"	"32.6"	"7.25"	"205.67"	"9"	"1"	"0.719"	"0.958"	"1.971"	"3.170"	"0.215"	"2360.0"	"3548.0"	"4368.8"	"8314.0"	"3280.1"	"2352.1"	"3705.2"	"2216.5"	"2623.0"	"10943.1"	"2360.0"	"2959.3"	"3884.1"	"7293.4"	"2219.5"	"1830.5"	"3014.1"	"1859.2"	"2426.3"	"9467.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9UBS4"	"DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1"	"0.000"	"False"	"Human"	"65.599"	"34"	"10"	"45"	"10"	"1"	"358"	"40.5"	"6.18"	"145.42"	"10"	"0"	"0.579"	"1.086"	"0.764"	"1.277"	"0.859"	"1387.7"	"1802.5"	"1763.1"	"3527.0"	"2395.7"	"2192.0"	"1660.2"	"2308.2"	"2761.3"	"2553.1"	"1387.7"	"1503.4"	"1567.5"	"3094.0"	"1621.1"	"1705.9"	"1350.6"	"1936.1"	"2554.2"	"2208.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P20339"	"Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=1 SV=2"	"0.000"	"False"	"Human"	"65.588"	"78"	"11"	"70"	"8"	"1"	"215"	"23.6"	"8.15"	"194.35"	"11"	"4"	"1.116"	"0.930"	"1.440"	"0.931"	"1.329"	"3208.1"	"2974.9"	"3298.7"	"2832.5"	"2874.8"	"3347.0"	"3199.1"	"2290.9"	"3041.3"	"2517.8"	"3208.1"	"2481.3"	"2932.7"	"2484.8"	"1945.2"	"2604.8"	"2602.4"	"1921.6"	"2813.2"	"2178.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q13347"	"Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1"	"0.000"	"False"	"Human"	"65.569"	"49"	"13"	"36"	"13"	"1"	"325"	"36.5"	"5.64"	"98.00"	"13"	"0"	"1.061"	"1.146"	"0.872"	"0.865"	"1.299"	"1943.5"	"2450.7"	"1812.8"	"1780.0"	"1832.4"	"2360.4"	"2139.1"	"2078.6"	"2057.8"	"1816.7"	"1943.5"	"2044.1"	"1611.7"	"1561.5"	"1239.9"	"1836.9"	"1740.1"	"1743.5"	"1903.5"	"1571.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q6PIU2-2"	"Isoform 2 of Neutral cholesterol ester hydrolase 1 OS=Homo sapiens GN=NCEH1"	"0.000"	"False"	"Human"	"65.557"	"28"	"10"	"29"	"10"	"1"	"416"	"46.6"	"6.62"	"95.39"	"10"	"0"	"0.760"	"0.780"	"1.052"	"3.065"	"0.849"	"1608.8"	"2040.1"	"2034.6"	"8001.6"	"2115.5"	"2102.5"	"2614.5"	"1933.3"	"2610.7"	"2477.2"	"1608.8"	"1701.6"	"1808.9"	"7019.4"	"1431.5"	"1636.3"	"2126.9"	"1621.6"	"2414.9"	"2143.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"J3KR44"	"Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=2"	"0.000"	"False"	"Human"	"65.473"	"39"	"9"	"41"	"9"	"1"	"272"	"31.4"	"5.00"	"147.22"	"9"	"0"	"1.074"	"1.189"	"0.952"	"1.143"	"0.962"	"2158.8"	"2648.0"	"2074.7"	"2605.8"	"2009.1"	"2208.8"	"2226.4"	"2178.3"	"2280.1"	"2296.8"	"2158.8"	"2208.6"	"1844.6"	"2285.9"	"1359.5"	"1719.0"	"1811.1"	"1827.1"	"2109.1"	"1987.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O95822"	"Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens GN=MLYCD PE=1 SV=3"	"0.000"	"False"	"Human"	"65.456"	"30"	"11"	"30"	"11"	"1"	"493"	"55.0"	"8.95"	"92.11"	"11"	"0"	"0.521"	"1.307"	"0.873"	"0.734"	"0.850"	"1086.0"	"1513.5"	"1171.0"	"1182.8"	"2086.3"	"1268.6"	"1158.4"	"1340.9"	"1612.2"	"1492.2"	"1086.0"	"1262.4"	"1041.1"	"1037.6"	"1411.7"	"987.3"	"942.3"	"1124.7"	"1491.3"	"1291.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P18031"	"Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1"	"0.000"	"False"	"Human"	"65.425"	"33"	"11"	"38"	"11"	"1"	"435"	"49.9"	"6.27"	"94.04"	"11"	"0"	"0.922"	"1.230"	"0.869"	"1.135"	"0.815"	"1510.0"	"1547.0"	"1347.3"	"1917.0"	"1638.5"	"1404.4"	"1257.6"	"1551.2"	"1688.3"	"1723.2"	"1510.0"	"1290.3"	"1197.8"	"1681.7"	"1108.7"	"1093.0"	"1023.0"	"1301.1"	"1561.7"	"1490.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q99733-2"	"Isoform 2 of Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4"	"0.000"	"False"	"Human"	"65.366"	"37"	"11"	"62"	"9"	"1"	"386"	"44.1"	"4.70"	"163.64"	"11"	"2"	"1.066"	"1.265"	"0.757"	"1.248"	"1.072"	"1972.0"	"2254.7"	"1650.7"	"2474.0"	"1849.3"	"2164.6"	"1781.8"	"2181.0"	"1982.0"	"2020.0"	"1972.0"	"1880.6"	"1467.5"	"2170.3"	"1251.3"	"1684.6"	"1449.5"	"1829.4"	"1833.3"	"1747.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P46109"	"Crk-like protein OS=Homo sapiens GN=CRKL PE=1 SV=1"	"0.000"	"False"	"Human"	"65.249"	"51"	"11"	"35"	"11"	"1"	"303"	"33.8"	"6.74"	"99.31"	"11"	"0"	"1.263"	"1.494"	"1.037"	"1.202"	"1.814"	"1315.0"	"2251.9"	"1012.5"	"1299.2"	"1041.5"	"1762.7"	"1507.3"	"976.1"	"1081.2"	"971.8"	"1315.0"	"1878.3"	"900.2"	"1139.7"	"704.7"	"1371.8"	"1226.2"	"818.7"	"1000.1"	"840.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q13363"	"C-terminal-binding protein 1 OS=Homo sapiens GN=CTBP1 PE=1 SV=2"	"0.000"	"False"	"Human"	"65.196"	"30"	"12"	"26"	"8"	"1"	"440"	"47.5"	"6.77"	"72.57"	"12"	"4"	"1.131"	"1.642"	"0.802"	"1.290"	"1.562"	"2328.8"	"3962.9"	"1923.5"	"2910.2"	"2059.9"	"3730.3"	"2412.9"	"2398.6"	"2256.2"	"2388.4"	"2328.8"	"3305.3"	"1710.1"	"2553.0"	"1393.8"	"2903.1"	"1962.8"	"2011.9"	"2087.0"	"2066.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9HBL0"	"Tensin-1 OS=Homo sapiens GN=TNS1 PE=1 SV=2"	"0.000"	"False"	"Human"	"65.136"	"13"	"18"	"24"	"16"	"1"	"1735"	"185.6"	"7.75"	"65.18"	"18"	"2"	"1.247"	"1.176"	"1.074"	"1.664"	"2.607"	"1668.1"	"2861.4"	"1140.5"	"2410.6"	"1337.4"	"2897.0"	"2433.8"	"1062.2"	"1448.2"	"1111.4"	"1668.1"	"2386.6"	"1013.9"	"2114.7"	"905.0"	"2254.6"	"1979.8"	"890.9"	"1339.6"	"961.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"J3KNL6"	"Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=1"	"0.000"	"False"	"Human"	"65.111"	"8"	"17"	"31"	"17"	"1"	"2357"	"251.7"	"5.80"	"66.55"	"17"	"0"	"1.090"	"2.260"	"0.895"	"0.968"	"1.676"	"1385.3"	"2092.1"	"1325.6"	"1579.6"	"1270.7"	"2206.7"	"925.9"	"1481.6"	"1631.0"	"1316.9"	"1385.3"	"1744.9"	"1178.5"	"1385.7"	"859.8"	"1717.3"	"753.2"	"1242.7"	"1508.7"	"1139.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q8IX30-2"	"Isoform 2 of Signal peptide, CUB and EGF-like domain-containing protein 3 OS=Homo sapiens GN=SCUBE3"	"0.000"	"False"	"Human"	"65.108"	"18"	"14"	"23"	"13"	"1"	"1009"	"111.0"	"7.56"	"60.35"	"14"	"1"	"4.056"	"2.334"	"5.979"	"1.163"	"1.131"	"2960.4"	"2021.3"	"4480.3"	"1002.3"	"729.9"	"897.7"	"866.1"	"749.4"	"861.8"	"794.0"	"2960.4"	"1685.9"	"3983.3"	"879.2"	"493.9"	"698.7"	"704.6"	"628.6"	"797.1"	"684.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9HBR0"	"Putative sodium-coupled neutral amino acid transporter 10 OS=Homo sapiens GN=SLC38A10 PE=1 SV=2"	"0.000"	"False"	"Human"	"65.095"	"17"	"14"	"24"	"14"	"1"	"1119"	"119.7"	"5.73"	"59.93"	"14"	"0"	"0.967"	"2.484"	"0.828"	"1.106"	"2.867"	"636.9"	"1025.7"	"552.4"	"676.1"	"658.5"	"1583.8"	"412.9"	"667.3"	"611.6"	"552.5"	"636.9"	"855.5"	"491.1"	"593.1"	"445.5"	"1232.6"	"335.9"	"559.7"	"565.7"	"478.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q93034"	"Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4"	"0.000"	"False"	"Human"	"65.060"	"22"	"15"	"33"	"15"	"1"	"780"	"90.9"	"7.94"	"82.08"	"15"	"0"	"1.273"	"1.203"	"0.978"	"1.095"	"1.106"	"1549.5"	"1544.8"	"1243.6"	"1121.0"	"1216.7"	"1304.2"	"1284.4"	"1271.9"	"1023.4"	"1179.3"	"1549.5"	"1288.5"	"1105.7"	"983.4"	"823.3"	"1015.0"	"1044.9"	"1066.8"	"946.7"	"1020.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9NYQ8"	"Protocadherin Fat 2 OS=Homo sapiens GN=FAT2 PE=1 SV=2"	"0.000"	"False"	"Human"	"65.025"	"5"	"18"	"24"	"18"	"1"	"4349"	"479.0"	"5.16"	"46.08"	"18"	"0"	"0.994"	"0.718"	"1.032"	"0.745"	"0.630"	"703.8"	"420.6"	"841.2"	"439.0"	"708.0"	"353.4"	"585.8"	"815.1"	"589.1"	"561.0"	"703.8"	"350.9"	"747.9"	"385.1"	"479.1"	"275.0"	"476.5"	"683.7"	"544.9"	"485.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96C24"	"Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4 PE=1 SV=2"	"0.000"	"False"	"Human"	"64.936"	"27"	"15"	"43"	"15"	"1"	"671"	"76.0"	"8.98"	"109.16"	"15"	"0"	"0.846"	"4.438"	"0.880"	"0.948"	"6.798"	"1362.3"	"8551.7"	"1136.7"	"1416.3"	"1611.1"	"9280.1"	"1927.1"	"1292.0"	"1493.3"	"1365.2"	"1362.3"	"7132.8"	"1006.5"	"1242.4"	"1090.2"	"7222.2"	"1566.7"	"1073.3"	"1381.3"	"1181.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q08945"	"FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1"	"0.000"	"False"	"Human"	"64.931"	"21"	"12"	"49"	"12"	"1"	"709"	"81.0"	"6.87"	"134.19"	"12"	"0"	"1.809"	"1.628"	"1.022"	"1.211"	"1.652"	"4493.1"	"3523.0"	"2473.5"	"3521.8"	"2483.8"	"3961.7"	"2164.0"	"2420.5"	"2909.1"	"2397.8"	"4493.1"	"2938.4"	"2199.1"	"3089.5"	"1680.7"	"3083.2"	"1760.4"	"2030.3"	"2690.9"	"2074.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q969N2"	"GPI transamidase component PIG-T OS=Homo sapiens GN=PIGT PE=1 SV=1"	"0.000"	"False"	"Human"	"64.892"	"26"	"13"	"35"	"13"	"1"	"578"	"65.7"	"8.38"	"106.68"	"13"	"0"	"0.835"	"1.157"	"1.063"	"0.935"	"0.862"	"2448.6"	"2388.5"	"2379.3"	"2549.9"	"2931.8"	"2428.3"	"2064.9"	"2238.2"	"2728.2"	"2815.4"	"2448.6"	"1992.2"	"2115.3"	"2236.9"	"1983.8"	"1889.8"	"1679.8"	"1877.3"	"2523.6"	"2435.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
